,Tweet,HS,Abusive
9172,guna wakil gubernur daerah khusus ibukota hebat,0,0
9173,sih mae mental perang nya keren teel minggat nyungsep layan gue cebong tetes wkwk modar dadak x98 x98 x98 x98,1,1
9174,guna coba pap pas hun nete gue percaya wkwk,0,1
9175,al habib zain bin smith sungguh komentar buruk ulama gunjing adu domba dosa laku hukum fasik,0,0
9176,program 16 bangun pusat olahraga seni budaya kota kabupaten guna,0,0
9177,lt butuh terima asal antek antek ayah pegawai cari muka anak angkat sayang isaac mulia hidup mandiri sulit,0,0
9178,hukum surat pemberitahuan tahun negeri mata remaja labil mata sipit hina presiden simbol negara sepi berita indikasi anggap bebas ekspres anggap lucu lucu,1,0
9179,rt guna sabar uji nya kayak babi,0,1
9180,rt guna cebong puji prestasi nya presiden jokowi kampret nyinyir pakai bumbu fit x80,1,1
9181,nasib ulama indonesia sedih surat pemberitahuan tahun rohingya kritik makar masuk sel rezim jahat anti islam diktator,1,0
9182,guna sok tau tai cicak,1,1
9183,guna iya ngeri stabil finansial x98 x82 teman serah tenaga kerja indonesia tenaga kerja wanita pas meni butuh biaya modal kali ya x98 x96,0,0
9184,kulit sensitif nih pantang sikit je monyet,0,1
9185,guna ya minimal kontol perang,0,1
9186,guna guna guna anjir cebong dungu belaga keren sok nasehat guna,1,1
9187,moga panglima tentara nasional indonesia selamat negara satu republik indonesia jual aset negara antek antek komunis,1,0
9188,8 ada tips freelance writer guna,0,0
9189,bicara joko beras impor uniform resource locator,1,0
9190,guna bocah cilik suka banget pisang monyet,0,0
9191,agama agama katolik ateis bagi berita tolong terjemah lagu islami senang hati bantu ya publikasi,0,0
9192,guna guna efek ajar bani cingkrang jidat hitam pantat panci,1,1
9193,calon presiden janji lunas hutang indonesia umrah orang pilih,0,0
9194,guna malaysia milik harap amp rakyat tolak rejim najib razak pru 14 maaf ya milik umno bongok,0,0
9195,dek cinta cinta allah x99 iya mas jua cinta hijrah rajin ibadah pintar aji rabi,0,0
9196,guna cina senang indonesia susah canda sih encek diri harry tjan silalahi 80 an,1,0
9197,guna gebuk pasu congor buat rusuh sikat habis kasih kendor makhluk makhluk sontoloyo,1,1
9198,guna guna katolik data keluarga rapi pisah monitor hilang keluarga,0,0
9199,guna guna nyata khianat bangsa,1,0
9200,aku islam bela nista agama kedok juang ham hamburger kali orang tau check it out ustad guna,0,0
9201,guna guna guna jabar sempurna cebong otak,1,1
9202,guna guna malas kirim maki sipit x98 x94,0,0
9203,guna alah drama banget bangsat,1,1
9204,guna guna wajar ip puji jokowi gubernur bawah presiden gue kader partai adil sejahtera paksa puji jokowi mampu ayo gabung,1,0
9205,masyarakat sastrawan lestari budaya hilang buka mata kepala calon pilih pimpin bangsa,0,0
9206,indonesia republik berisik guna presiden lengser jokowi,1,0
9207,suku mosuo batas cina tibet suku laku poliandri wanita suam kepala keluarga pegang,0,0
9208,wakil gubernur daerah khusus ibukota jakarta guna aquathlon rangkai acara riah canang ulang daerah khusus ibukota gelar pulau tidung pulau ribu 5 6 mei,0,0
9209,guna medali indonesia olimpiade 90 sembah orang orang kristen mikir,0,0
9210,freeport tarung ring rupiah hajar babak bur politis ngehek kampanye jokowi antek amerika,0,0
9211,guna x sangka bodoh pikir wanita islam jijik oke,1,1
9212,program modal bacot doang,1,1
9213,guna selamat ya kampret merah iya kampret,1,1
9214,orang bodoh idiot orang idiot bodoh haha,0,0
9215,kristen kafir kafir haram haram,1,0
9216,guna guna tahan tai,0,0
9217,guna guna guna x98 x98 x98 ikut 2 salah satu paksa tuyul lo senang baca tulis,0,0
9218,nak lihat istana seberang doa ayah rakyat nak moga pimpin tinggal pulang kampung halaman tinggal,1,0
9219,rt guna harga guna lembek antek komunis keras anti kepala polisi republik indonesia politic id,1,0
9220,selamat anjing ayo ah bari minum kopi tonton seni budaya sunda wayang golek mana anu hadir,0,0
9221,haha tangkap tangkap ya jokowi uniform resource locator,1,0
9222,guna sekolah free class mulu nik tar bego kayak gue x98 x82,0,1
9223,sombong jomlo menang gue guna dasar manusia homo,1,1
9224,anut agama syiwa buddha padu buddha hindu bal sejahtera sisi spiritual buka jalan,0,0
9225,guna bersih bangsat tisu bekas kelap silit aduh ribet sih ppl,0,1
9226,gubernur ahmad heryawan klaim musabaqah tilawatil quran kali bagus baik pasal,0,0
9227,sikap politik donald trump sudut umat islam tarik dukung politik united state of america yahudi baik,0,0
9228,guna guna guna antre jam 02 00 edan bonek x98 x82 x98 x82 x98 x82,0,1
9229,moga persija contoh klub ramah saudara fabel panitia laksana sedia tiket khusus difabel nya mudah bangku khusus difabel duduk aparat aman sayang banget,0,0
9230,demo jilid jilid polisi periksa sih busuk,1,1
9231,intelligence quotient 200 lihat langgar ham myanmar 1 usir duta myanmar 2 usir orang agama buddha indonesia guna guna guna,1,0
9232,guna ku bangsat,0,1
9233,guna guna politik ya om khianat untung asing ya harga jabat super kasih asing,0,0
9234,rt guna double fuck kontol uniform resource locator,0,1
9235,rt guna ya allah xl kampret koneksi guna,1,1
9236,guna pagi buta,0,0
9237,dek sipit sih adik teteh sipit nih kasih lihat foto sipit banget adik tau teteh sipit,0,0
9238,riza wahyu pratama aneh bin ajaib gaji gubernur bi presiden besar,0,0
9239,rt guna rakyat demo bubar dewan wakil rakyat sih jago korupsi,1,0
9240,by the way teman teman katolik kelas pra nikah,0,0
9241,gue sekolah dasar murid islam 10 orang sedia guru agama musala mana cisauk murid kristen guru agama kristen ajar agama kelas nilai ambil sekolah minggu,0,0
9242,guna by kempisin pakai memek,0,1
9243,mampus jawab salah,1,1
9244,nakal bajing proses jalan dewasa penuh idealisme,0,0
9245,jual beli ijab kabul jual beli al mu atuh sisi mazhab syafii sah ulama mazhab syafii al nawawi al etc sah pandang pakai kara,0,0
9246,guna mayoritas rakyat filipina agama katolik x98,0,0
9247,asumsi satu partai politik kanan kristen umat kristiani indonesia satu pilih pds pilih 2004 pilih ikut oleh 2 14 2 4 juta suara belas juta pilih kristen 6,0,0
9248,guna gambar no 3 kayak bahas kelas rezim uang,0,0
9249,next fatwa haram dukung pilih sih a kubu b jual yakin kubu a biar kubu b dongok,0,1
9250,tahun ratus masyarakat adat badui serah hasil panen seba serah bapa gede bupati lebak gubernur banten dw,0,0
9251,chelsea sampah sarap,1,1
9252,film dono,0,0
9253,guna guna cebong kayak dongok abadi nasiiib nasib x98 x98 x98 x98 x98 x98,1,1
9254,tenaga ilegal tenaga kerja asing rambah seluruh pelosok nusantara ntb waspada waspada uniform resource locator,1,0
9255,janji jokowi menang mal amp 150 pasar tradisional uniform resource locator,0,0
9256,teroris buddha rendah al alquran,1,0
9257,temu lembaga budaya muhammadiyah ketua dewan wakil rakyat warta kota,0,0
9258,guna sokong lindung ahli liberalisasi tamil tiger elam teroris hindu sri langka lindung du asia,0,0
9259,kuat islam roboh rezim dukung anti islam,1,0
9260,guna rapat ahmadi nur guna pagu anggar dewan wakil rakyat 2016,0,0
9261,guna orang asing oke,0,0
9262,lengser jokowi dodo aman tentram negeri,1,0
9263,keren bang ulas mantap lanjut juang bela rakyat lemah nan lengser jokowi,1,0
9264,sih kutil babi leceh pribumi umat islam iklan ahok jahat,1,1
9265,video call and guest orang partai komunis indonesia baju and seluar discussing,0,0
9266,guna guna dengar pepatah proses hasil gue sih kasih appreciate banget tim 2 juang perform cacat keren banget,0,0
9267,guna guna guna guna haha pepatah laden orang dungu debat gue amin deh,0,1
9268,maaf guna guna foto halte guna taman anggrek tolong nama si parman pisah nama podomoro city nama pahlawan revolusi elok tulis si parman podomoro city,0,0
9269,guna gue ngewe,0,1
9270,sejarah saksi bisu proses mana maksimal milik otak pikir keras tangan multi tasking tubuh fit kaki tegap diri kuat kon,0,0
9271,guna guna buddha teroris,1,0
9272,ajar pakai hati lihat hati nalar mati,1,0
9273,otak ya pakai mbak tolol,1,1
9274,guna guna cebong otak buntu juta rakyat indonesia bingung cari ganti jokowi,1,1
9275,expect lepas tangan kerja lecturer ape lancau sial cina nih,1,1
9276,guna lindas mencret,0,1
9277,jatuh timpa tangga alami ramli anwar pegawai pajak kena ott peras korban rupiah 50 juta ramli pecat via guna,0,0
9278,guna guna guna guna guna ahok bebas syarat hidup markas komando nyaman nyaman rejim kacung sifat cina penghianat,1,1
9279,buzzer partai politik sibuk naik rating partai politik liberal syiah amp komunis sibuk jual sekte agama ncbi sibuk jual junjung 2 periode bani jamban sibuk puja napi transparan lalai,1,1
9280,banget indah alam budaya kait,0,0
9281,rt guna ahok korban gubernur senyum penuh menang bau busuk anyir simbah nanah luka sara cenderung cuci tangan,1,1
9282,mahakarya gebyar pesona budaya garut gebyar pesona budaya garut 2018,0,0
9283,guna guna guna guna guna guna guna guna guna guna guna guna guna guna jil jin selamat nusantara agenda tokoh nu struktural,0,0
9284,guna guna bro psi isi sontoloyo bro salah lindung usaha,1,1
9285,guna baca mas baca belah istri kali habis baca langsung ngewe he he,0,1
9286,guna guna guna bacot kampang,1,1
9287,guna guna guna guna guna guna guna guna akun anak partai komunis indonesia,1,0
9288,temu tokoh agama non muslim deh imbang,0,0
9289,kwon agama kristen,0,0
9290,rt guna suciwati munir percaya jokowi bisa bicara doang uniform resource locator uniform resource locator,1,0
9291,guna guna guna rakyat peluk mundur jokowi,1,0
9292,guna aktris deh tar transgender aktor,0,0
9293,guna iya bencong idiot surat pemberitahuan tahun pakai foto aku asli,1,1
9294,ya sila ganti pakde sportif elegan gera subuh kental unsur politis tekan lebar mana,0,0
9295,pergi antah antah hilang baur orang asing asing,0,0
9296,guna guna pipis onta lihat wajah,1,1
9297,rt guna guna guna guna guna guna guna guna guna guna guna x80,0,0
9298,guna guna even muka bersih mulus cacat mesti rawat darling forever enam belas tambah umur kulit tambah tua polusi,0,0
9299,guna guna guna guna iya camil tai onta sih,1,1
9300,lesbi nih mampus ah babi sial nih uniform resource locator,0,1
9301,prabowo berantas tindas muslim banget adil pimpin bilang berantas tindas agama,1,0
9302,guna gue iya deh buka kacamata teman gue bilang sipit banget woi beda pakai kacamata x98 x82,0,0
9303,komisi berantas korupsi periksa gubernur sumatra utara calon wakil gubernur sah,0,0
9304,cina anjing uniform resource locator,1,1
9305,rt guna guna rehabilitasi salah nal x80,0,0
9306,guna guna guna guna guna mujahid kasar hina ulama haram hukum pilih wakil rakyat partai hina islam ulama muslim dus partai islam khianat muslim indonesia,1,0
9307,guna guna rezim soeharto lepas freeport kuasa jokowi anulir pp keluar susilo bambang yudhoyono salah hitung biaya keluar sesuai divestasi saham 30 guna rampas,0,0
9308,guna inus modus antek kaum liberal syiah yahudi hancur islam ahlusunah sunnah,0,0
9309,pilih kepala daerah daerah khusus ibukota 2017 dengung agama pilih presiden dengung ganti presiden takjil label ganti presiden dasar munafik,1,1
9310,orang gek bagi bagi motivasi dikon atraksi gendeng hina kafir cebong tai lancung seko mentok sing gek rami ah jolodong,1,1
9311,guna sakit perut beli goreng mencret mas,0,0
9312,sinting sp tanggal 28 maret rencana kirim 28 maret x98 x82 x98 x82 x98 x82 x98 x82 modar,0,1
9313,pilih kepala daerah daerah khusus ibukota 2017 singkir ahok insya allah,1,0
9314,presiden impor banget wajib,1,0
9315,guna rakyat lauk puluh ribu pakai telur paruh x98 x82 puluh ribu puluh ribu x98 x82 bajing gendut tai hidup berkah,1,1
9316,75 24 wajah wajah orang kafir muram,0,0
9317,guna orang sipit mu rusak moral anak tanggung tanggung bikin video pers,0,0
9318,kampung nagita slavina reaksi ayu ting ting uniform resource locator,0,0
9319,bodoh pancasila undang undang dasar 45 tap majelis musyawarat rakyat no 25 final partai komunis indonesia larang kecebong rayu rayu presiden atur perintah ganti undang undang,1,1
9320,guna wkwk antek amerika pasang badan 51 saham freeport asai indonesia,0,0
9321,guna guna guna x86 alah yahudi,0,0
9322,guna guna tau tanda kuasa 51 saham private finance initiative teriak pro asing ketua majelis musyawarat rakyat paksa private finance initiative kasih 51 saham indonesia,0,0
9323,heboh berita database bocor simpan negeri invasi tenaga kerja asing cina buat barak barak papua x98 uniform resource locator,0,0
9324,guna stereotip kayak orang muslim benci anjing x98 bos katolik kali ajak ketemu klien pastor kenal mas don cinta anjing lo romo,0,0
9325,partai adil sejahtera sepakat tuju pilih kepala daerah kembali dewan wakil rakyat daerah,0,0
9326,guna prof sikap orang orang kristen rumah rumah muslim sebar agama kristen sekte jehovah,0,0
9327,guna tai sih nih orang,1,1
9328,guna guna guna anjing,1,1
9329,sis suka sis cakap je muka sis puas hati amp perangai bodoh sok hidup bahagia muka seri seri duit pokok subur cemar kesan rumah hijau,0,1
9330,uniform resource locator lt unduh ngentot toilet sekolah,0,1
9331,denise leith rezim soeharto saham 8 9 persen freeport langsung penuh minta soeharto,0,0
9332,guna guna bilang bajing kasih surat cinta komisi siar indonesia sih,0,1
9333,guna guna guna guna guna guna guna guna guna guna guna dasar kaum onta bacot gede istigfar,1,1
9334,guna guna guna haha beda bandara tumpang negara jalan kabupaten rambu tulis cina banget jajah cina,0,0
9335,guna israel undang yahudi dunia tinggal israel warga israel turun turun orang tua nya negara negara arab,0,0
9336,geblek tanda ya wkwk,1,1
9337,muslim moderat sasar tembak buang islam guna majelis ulama indonesia duga tembak tuju,1,0
9338,guna guna guna ya gue balas sakit jiwa laki banci uniform resource locator,1,1
9339,heran cowok normal suka lonte enak sih buang pejuh doang enak lonte genjot bayar idih goblok main gay maniak hyper jamin puas lahir batin puas lonte lonte parasit omong,0,1
9340,bhayangkara bina aman tertib masyarakat desa cantik kades bina suluh cipok jelang pilih kepala daerah serentak klik,0,0
9341,guna udah biasa tidur mobile data amp wifi off all apps removed malam kacrut laugh out loud wine tunggu x plus x98,0,1
9342,guna anjing cacat orang orang kayak suruh pegang gangang badminton jadi main gitar belaga banget alah,1,1
9343,guna guna guna guna guna jablay kelas,0,1
9344,guna kangen gue edan,1,1
9345,moga ketemu presiden istana presiden bogor,0,0
9346,babi iya sih ahok kayak babi,1,1
9347,guna film tayang spoiler bacot anjing,1,1
9348,wakil gubernur babel abdul fatah syukur serta event sungai liat triathlon tambah nilai event,0,0
9349,lengser jokowi main hukum,1,0
9350,guna iya klarifikasi deny hantam dasar kutuk,1,1
9351,rt guna tolak reklamasi mari tuntut guna batal reklamasi via guna uniform resource locator,1,0
9352,guna guna hem mantap enak pasang suami istri kurang ngentot nya puasa jadi malas malas keramas,0,1
9353,guna bajing nasi padang,0,1
9354,legislatif gagal ambil calon wakil bego,0,1
9355,guna bani bahlul kumpul x98 x82,1,1
9356,guna pura pura buta x98 x82,0,0
9357,guna benci islam kadang asa presiden taat agama konotasi anggap antek asing komunis sungguh nge surat pemberitahuan tahun,0,0
9358,saudara cinta agama negara umat islam bangkit gerak satu gerak,1,0
9359,temu lelaki puja ku panggil gendut mantap hati diet roda putar uniform resource locator,0,0
9360,sektor ikan budidaya milik potensi dongkrak tumbuh ekonomi guna,0,0
9361,timnas cacat mental guna prestasi km toreh indonesia ketua guna mundur o orang edan jabat,1,1
9362,guna yooo om wajah see asing ya rusak nama indekos jannah wkwk,0,0
9363,admin gerindra pamer pintar,0,0
9364,jalan hidup munafik profesional coba pura pura apa,0,0
9365,guna insyaallah,1,0
9366,urus mantan habis habis omong aneh mantan mantan gue pas nikah nlp gue kayak orang doa restu minggu nikah ajak camping geblek,1,1
9367,ekonomi salah ilmu sosial ajar aktivitas manusia hubung produksi distribusi konsumsi barang jasa,0,0
9368,guna guna ayo bangun daerah papua provokasi antek asing berita video hancur sesat,0,0
9369,guna guna aparat keparat,1,1
9370,cultural amp critical studies alhamdulillah lulus ku lepas derita,0,0
9371,bilang racist dukung lgbt fuck off,0,1
9372,ganyang partai komunis indonesia tentara nasional indonesia uniform resource locator,1,0
9373,media antek komunis waspada partai komunis indonesia uniform resource locator,1,0
9374,guna bodoh goblok,0,0
9375,tuan guru bajang dukung jokowi lupa fiktif tuan guru bajang maki maki bandara singapura warga negara indonesia tionghoa tokoh fiktif,0,0
9376,guna when i start to pakai hijab baju partai komunis indonesia long sleeve and cari tutup bontot smpi biasa,0,0
9377,eh tai bangsat omong kayak iwan bopeng potong leher tentara nasional indonesia bangsat iwan bopeng baik tentara nasional indonesia tai,1,1
9378,rt guna mantap bravo pasang ideal cocok 2019 tumbang kaum antek cina,1,0
9379,guna guna guna hebat ya jokowi idola menteri muda malaysia kampret amp onta cibir prestasi presiden,1,1
9380,indonesia lawyers club guna aku islam sok debat guna partai dukung nista agama nurani mana guna guna guna guna guna guna guna guna,1,0
9381,butuh laki setia laki bajing,0,1
9382,guna solo trip seoul 9 tau bahasa ketemu orang orang ajak obrol english ada pakai japanese tari orang asing ketemu orang j,0,0
9383,guna guna jilat memek,0,1
9384,guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna li,0,0
9385,morgan agama yahudi kristen islam suku maya hindu buddha cari kiamat,0,0
9386,guna berisik makan autis,1,1
9387,guna ulama reaksi guna gila hina islam nila dunia agama,1,0
9388,gubernur presiden wibawa berani tatap lawan bicara penuh percaya beda banget,0,0
9389,mukmin adil musyrik kafir zalim,1,0
9390,guna heran pintar bani onta b go nya,1,1
9391,guna guna guna makkah negara merdeka pimpin orang orang kafir quraisy wilayah wilayah surat pemberitahuan tahun tabuk khaibar hunain thaif takluk atas,0,0
9392,pilih kepala daerah sejuk elite pancing gaduh presiden simbol utama negara perilaku menentramkan,0,0
9393,wajar guna zein benci partai komunis indonesia wajar partai komunis indonesia benci simpatisan darurat partai komunis indonesia uniform resource locator,1,0
9394,sepupu bos gue facebook nama sin ting orang indonesia baca nama facebook nya wa tertawa wa bilang sinting bahasa indonesia crazy tertawa,0,0
9395,member ikon banding b i ekor binatang b i monyet pintar,0,1
9396,guna guna indonesia bangun hambalang teror reklamasi cina lancar aman,1,0
9397,bicara ahok imajinasi tinggal tunggu lantik gubernur baur sara anies sandiaga uno oktober 2017,1,0
9398,anut agama buddha ajar agama islam kristen hindu konghucu like her parents agama dunia buruk ajar agama,0,0
9399,rt guna nomor koruptor negeri korup asuh cina babi uniform resource locator,1,1
9400,guna haha bom komen he,0,0
9401,rt guna jokowi takut kalah 2019 promo kumpul tipu andal wakwawww,1,0
9402,rt guna desa pdt transmigrasi dorong cepat bangun desa indonesia x80,0,0
9403,rt guna hijab sange entot part 2,0,1
9404,rt guna gadis bandung cantik ngentot pacar hotel,0,1
9405,guna guna guna rezim mulut kotor junjung ng umat pecah belah muslim non muslim akur akur biar pilih beda pilih kepala daerah pergi mungut suara jalan junjung bik,0,0
9406,usir cina bala mongondow juragan ng,1,0
9407,guna paham hina situ pandang tuhan kepala takabur sombong zat nya air maksud suci allah angkat drajat manusia makhluk tinggi banding malaikat jin iblis hewan,0,0
9408,guna gue bicara kasar goblok doang,0,0
9409,one more now who is responsible syed musharraf syed azhar hamdi pratyaya rajkumar likok parmeswar basumatary sih das nilanjan deb,0,0
9410,guna guna guna guna guna mas erti redam konflik negara stabil isu bikin rusak ekonomi ekonomi luas sempit,0,0
9411,budak sekolah agama malaikat tolong tegur salah,0,0
9412,jabat agama kristen mana garam terang,0,0
9413,sukses cerita ganjar gubernur jawa,0,0
9414,mampus diare,0,1
9415,habis dana kah 14 proyek strategis batal 14 proyek kereta api jambi palembang bangun rel kereta api kalimantan timur sistem sedia air minum sumatra utara bendung sulawesi amp kawasan ekonomi khusus raup,0,0
9416,rt guna monyet x98 x82 ahok tutup bukti langgar anies tutup alexis izin panjang t x80,1,1
9417,rt guna guna bubar partai komunis indonesia orde orde pas lanjut berantas partai komunis indonesia,1,0
9418,guna gaji anggota dewan wakil rakyat anggar dapat belanja negara sah tau,0,0
9419,deklarasi pilih kepala daerah 2018 aman anti hoaks warga penjara jabon,0,0
9420,guna guna guna si tante pamer bokong alam jadi lirik lumayan iseng iseng,0,1
9421,adik maling kerja maling mati maling anak haram kontol,1,1
9422,noob sedih,0,0
9423,guna guna guna guna guna guna uang puluh triliun inalum hasil merger badan usaha milik negara tambang ujung ujung saham badan usaha milik negara tambang jual asing divestasi free port perintah,0,0
9424,guna anjing gatel sok jual mahal banget asuuuuuuuuuuuuu,1,1
9425,rezim 50 kuras papua rasa hasil tambang freeport moga papua maju ekonomi rasa indonesia,0,0
9426,guna guna haha pikir pintar berak sekebun tertawa sok iya banget goblok banyak makan tai ahok pakai ngeles dasar cebong kafir intoleran sara munafik goblok haha,1,1
9427,guna guna guna coba tunjuk pakai diagram walrasian overheating ekonomi,0,0
9428,guna guna guna guna guna guna guna guna guna guna guna guna guna guna aneh dungu pelihara,1,1
9429,guna guna gembel bengal ya,0,1
9430,bangga gubernur indonesia ngomong no teks,0,0
9431,guna guna gue suruh tinggal hutan laksana jaga diri tertawa monyet hutan,0,0
9432,ngobelin memek jilat klitoris hhhmmm,0,1
9433,presiden muka doang sok rakyat sok asyik motor batang bijak cekik rakyat miskin kaum buruh semangaattt,1,0
9434,bahaya pagi pagi mules moga tai haid,0,0
9435,guna guna guna anjing anjing ahok kaum babi bacot duel gue,1,1
9436,dukung deh ahok dukung rakyat paham cerdas bual pimpin uniform resource locator,1,0
9437,rt guna nih panggil hormat mulia kerja bikin kacau negara ayo ramai ramai golput dewan wakil rakyat bubar dewan wakil rakyat,1,0
9438,guna jokowi presiden indonesia mundur,1,0
9439,cakap ya monyet nya uniform resource locator,0,0
9440,mata hati kelilip harta buta cinta,0,0
9441,monyet turun mukim warga cibadak sukabumi uniform resource locator,0,0
9442,goblok malas lihat lapor doa juara,0,1
9443,rt guna guna selamat natal hehe dasar sih admin bolot x98,1,1
9444,bayang asa mbak memberitahu beliau disabilitas balas mati bajing x98 x98 x98,1,1
9445,orang indonesia bicara orang indonesia bahasa arab tifatul,1,0
9446,guna guna bagus khilafah komunis,0,0
9447,guna guna maaf salah kroasia mayoritas katolik,0,0
9448,antek asing antek amerika presiden plonga plongo rakyat bego x98 x84,1,1
9449,kemarin sempat kuliah universitas hasan ih casablanca maroko salah universitas besar maroko 24 000 mahasiswa terima kasih sambut hangat antusias,0,0
9450,guna pintar sih x98 x80 empati korban bom bodoh amp cemar,1,1
9451,al alquran sunah merintahkan rang kafir akibat pecah belah bangsa,1,0
9452,komisi berantas korupsi tangkap ott komisi berantas korupsi gagal bubar serah polisi jaksa guna,1,0
9453,guna guna hadis rangkai pecah 71 cabang yahudi 72 nasrani,0,0
9454,guna hina kiai nu bilang jalan nu hina ahok ajak gabung ahok antum mabuk kencing onta ya saudara,1,1
9455,guna guna partai komunis indonesia,0,0
9456,guna anjir,0,1
9457,guna guna guna guna guna wkwk sih mantan ustad indonesia lawyers club lihat goblok sadar dunia maya sakit perut gue lihat nya,1,1
9458,bodoh mantap gue selamat,0,1
9459,rocky kitab suci fiksi,0,0
9460,cinta buta pilih salah,0,0
9461,guna guna harap menteri agama gelar diskusi buka adab jelas,0,0
9462,guna guna regweda salah catur weda sastra hindu kitab weda regweda kitab sruti kumpul sastra agama hindu utama v 75 3 rujuk,0,0
9463,bodoh tepat janji urus penting presiden,0,0
9464,komisi berantas korupsi gelar program pilih kepala daerah integritas,0,0
9465,rt guna salah jokowi uniform resource locator,1,0
9466,dampak lengser rezim restart ekonomi bangkrut kalang ekonomi rubah sistem ekonomi syariat 1 lengser ekonomi,0,0
9467,kebun sayur deli serdang amp kebun buah binjai kebun sayur football stadium sekolah dasar katolik karya yosef evi is ronaldo pardede si istri su pin is ronaldo pardede si istri the lie is ronaldo pardede si istri,0,0
9468,gera tentang sistem otoriter kritik sesal guna otoriter,1,0
9469,hasil susilo bambang yudhoyono kuasa 10 proyek mangkrak korupsi besar uniform resource locator,1,0
9470,manusia waspada,0,0
9471,geblek ya jam gin ajak canda gue kerja pikir detail,1,1
9472,salah isi ajar agama tokcer evil contoh simpel ulama kotbah maslahat kotbah generik agama tuju penting ateis kayak gu,0,0
9473,jokowi diktator ramah antek cina bilang lindung negara satu republik indonesia hati bubar protes bilang bantu rohingya bantu eh kata citra,1,0
9474,4 presiden guna jelang selenggara publikasi luas media nasional internasional,0,0
9475,guna guna gincu berani dasar banci,1,1
9476,guna bawa bawa google ah tai del,0,1
9477,guna nyanyi bareng yuk,0,0
9478,guna guna instansi internasional cebong kaum radikal x98 x80,1,1
9479,biar rama biar shinta ucap tunduk malu ratap sedih biar rama shinta cerita asmara diam bisu dengar kisah cinta wayang senantiasa,0,0
9480,guna salat hijab wajib hukum lesbi alas nya dekat ajak cerita dukung perlahan lahan ubah tinggal,0,0
9481,foto tampar kilas foto sebar mana habib luthfi bin yahya menang peluk ulama konferensi internasional bela,0,0
9482,guna pengaruh lolos pt sesal partai semangka,1,0
9483,ketua dewan wakil rakyat budaya identik tunjuk seni,0,0
9484,banget lelaki berengsek dunia mudah mudah ya uniform resource locator,0,1
9485,kuat ronde hihi ngentot sange,0,1
9486,guna hoaks low back pain rupiah lemah apa pengaruh ekonomi bikin rugi badan usaha milik negara pokok jokowi presiden rupiah lemah puluh ribu indonesia aman aman,0,0
9487,lengser penghianat tusuk antek antek,1,0
9488,orang kristen iman kasih harap dasar hidup,0,0
9489,kerja perintah pusat perintah daerah swasta wujud bandara megah,0,0
9490,kisah nyata malin kundang 100 daftar nama kalimat ngewe wanita 1 menteri agama 2 ciputat 3 ciputat raya 4 bendi negara 5 bendi polisi 6 bendi tahan 7 surat terang catat polisi 8 sabang,1,1
9491,dunia akan engkau hidup amal akhirat akan esok engkau tiada,0,0
9492,pribumi kristen dukung ahok anti manusia manusia bodoh goblok steven sulistyo,1,1
9493,asisten gubernur kepala departemen bijak ekonomi moneter bi dody budi waluyo,0,0
9494,minoritas muslim rohingya sekian zalim,1,0
9495,barangkali sudut pandang mudah awat cagar budaya guna rg masyarakat adat hibah perintah daerah masyarakat adat hilang milik salah dasar bakau negara,0,0
9496,rt guna ahok nista agama olok olok surat al almaidah 51 cc guna,1,1
9497,6 presiden regulasi hambat laksana usaha menteri tingkat provinsi tingkat kabupaten tingkat kota presiden pangkas banyak sederhana,0,0
9498,guna guna serban putih jubah putih hati nya busuk busuk busuk tai onta bro,1,1
9499,guna heran asli burik,1,1
9500,menang anies sandi diri bahu orang orang kena hukum fitnah,1,0
9501,sih kutil babi leceh pribumi umat islam,1,1
9502,guna come out indonesia orang terima lgbt pacar kayak asing negeri sabar ya,0,0
9503,forum koordinasi pimpin daerah wujud pilih kepala daerah politik uang isu sara,0,0
9504,guna guna guna guna guna guna guna tiap aksi bela islam hina agama baris kaum munafik bela islam laku kelompok,0,0
9505,tuju proses kuasa aman sejahtera adil rakyat,0,0
9506,aju praperadilan atur pasal 79 jo 77 kitab undang undang hukum pidana aju ketua adil negeri bukti razia susila cacat prosedural status sangka batal hakim anggap,0,0
9507,guna gue ketemu anjir gue,0,1
9508,ya sex is keren but have ever tumpuk piring meja makan bawa sampah habis tonton bioskop cancel ojek online sembarang panggil orang main handphone sebut autis ajar diam bicara jatuh ju,0,0
9509,guna make up skincare kandung merkuri pakai lipstik bibir resap pori pori x98 r wanita hamil merkuri serap akibat tumbuh janin hambat c,0,0
9510,guna anut islam nusantara kecam partai komunis indonesia,0,0
9511,2 hai orang orang yahudi nasrani ibrahim isma il ishaq ya qub,0,0
9512,kerja cina proyek jalan tol lempar bendera merah putih hukum hormat bendera amp deportasi,1,0
9513,guna jual forum konservasi leuser ngamprah haha bani kampret logika kacau,1,1
9514,guna jaaaaaaancuuuuuuuk lips service bani onta,1,1
9515,maksud sih citra daya kesan,1,0
9516,guna mun rocky komentar isi tragedi curi bukti rezim selesai miskin wkwk,0,0
9517,cari gabung budaya hilang ciri khas akulturasi,0,0
9518,guna guna ketua cebong kira pintar tau modal link kik kik kik s3 lo,1,1
9519,cek yuk ketua komisi ih jokowi tolak hapus pilih kepala daerah langsung ketua komisi ih,0,0
